Location,Variant,Time,AgeGrp,ASFR
China,High,2036,50-54,0.09
China,High,2037,10-14,0.2
China,High,2037,15-19,18.455
China,High,2037,20-24,42.057
China,High,2037,25-29,108.482
China,High,2037,30-34,109.948
China,High,2037,35-39,68.799
China,High,2037,40-44,16.137
China,High,2037,45-49,0.834
China,High,2037,50-54,0.087
China,High,2038,10-14,0.196
China,High,2038,15-19,17.634
China,High,2038,20-24,41.047
China,High,2038,25-29,107.969
China,High,2038,30-34,111.358
China,High,2038,35-39,70.692
China,High,2038,40-44,16.638
China,High,2038,45-49,0.801
China,High,2038,50-54,0.084
China,High,2039,10-14,0.192
China,High,2039,15-19,16.93
China,High,2039,20-24,40.353
China,High,2039,25-29,107.204
China,High,2039,30-34,112.318
China,High,2039,35-39,72.288
China,High,2039,40-44,17.098
China,High,2039,45-49,0.779
China,High,2039,50-54,0.08
China,High,2040,10-14,0.191
China,High,2040,15-19,16.921
China,High,2040,20-24,39.987
China,High,2040,25-29,106.538
China,High,2040,30-34,113.121
China,High,2040,35-39,73.985
China,High,2040,40-44,17.709
China,High,2040,45-49,0.775
China,High,2040,50-54,0.076
China,High,2041,10-14,0.193
China,High,2041,15-19,17.145
China,High,2041,20-24,39.885
China,High,2041,25-29,106.044
China,High,2041,30-34,113.94
China,High,2041,35-39,75.792
China,High,2041,40-44,18.31
China,High,2041,45-49,0.775
China,High,2041,50-54,0.071
China,High,2042,10-14,0.194
China,High,2042,15-19,17.003
China,High,2042,20-24,38.667
China,High,2042,25-29,105.36
China,High,2042,30-34,114.964
China,High,2042,35-39,77.56
China,High,2042,40-44,18.737
China,High,2042,45-49,0.763
China,High,2042,50-54,0.068
China,High,2043,10-14,0.189
China,High,2043,15-19,16.63
China,High,2043,20-24,36.445
China,High,2043,25-29,104.589
China,High,2043,30-34,115.46
China,High,2043,35-39,78.886
China,High,2043,40-44,19.037
China,High,2043,45-49,0.748
China,High,2043,50-54,0.065
China,High,2044,10-14,0.185
China,High,2044,15-19,16.534
China,High,2044,20-24,34.608
China,High,2044,25-29,105.022
China,High,2044,30-34,116.695
China,High,2044,35-39,80.675
China,High,2044,40-44,19.502
China,High,2044,45-49,0.739
China,High,2044,50-54,0.061
China,High,2045,10-14,0.183
China,High,2045,15-19,16.537
China,High,2045,20-24,33.018
China,High,2045,25-29,104.935
China,High,2045,30-34,117.034
China,High,2045,35-39,81.765
China,High,2045,40-44,19.99
China,High,2045,45-49,0.734
China,High,2045,50-54,0.058
China,High,2046,10-14,0.183
China,High,2046,15-19,16.573
China,High,2046,20-24,32.681
China,High,2046,25-29,105.319
China,High,2046,30-34,117.724
China,High,2046,35-39,82.975
China,High,2046,40-44,20.574
China,High,2046,45-49,0.729
China,High,2046,50-54,0.056
China,High,2047,10-14,0.182
China,High,2047,15-19,16.403
China,High,2047,20-24,32.313
China,High,2047,25-29,104.491
China,High,2047,30-34,118.712
China,High,2047,35-39,84.391
China,High,2047,40-44,21.083
China,High,2047,45-49,0.718
China,High,2047,50-54,0.054
China,High,2048,10-14,0.18
China,High,2048,15-19,16.132
China,High,2048,20-24,31.381
China,High,2048,25-29,102.515
China,High,2048,30-34,119.434
China,High,2048,35-39,85.648
China,High,2048,40-44,21.522
China,High,2048,45-49,0.708
China,High,2048,50-54,0.052
China,High,2049,10-14,0.177
China,High,2049,15-19,15.953
China,High,2049,20-24,30.616
China,High,2049,25-29,100.868
China,High,2049,30-34,119.929
China,High,2049,35-39,86.743
China,High,2049,40-44,21.903
China,High,2049,45-49,0.699
China,High,2049,50-54,0.05
China,High,2050,10-14,0.174
China,High,2050,15-19,15.901
China,High,2050,20-24,30.094
China,High,2050,25-29,99.928
China,High,2050,30-34,120.348
China,High,2050,35-39,87.674
China,High,2050,40-44,22.15
China,High,2050,45-49,0.697
China,High,2050,50-54,0.048
China,High,2051,10-14,0.171
China,High,2051,15-19,15.801
China,High,2051,20-24,29.822
China,High,2051,25-29,99.847
China,High,2051,30-34,120.562
China,High,2051,35-39,88.29
China,High,2051,40-44,22.217
China,High,2051,45-49,0.695
China,High,2051,50-54,0.046
China,High,2052,10-14,0.169
China,High,2052,15-19,15.668
China,High,2052,20-24,29.51
China,High,2052,25-29,99.813
China,High,2052,30-34,121.558
China,High,2052,35-39,89.505
China,High,2052,40-44,22.562
China,High,2052,45-49,0.694
China,High,2052,50-54,0.044
China,High,2053,10-14,0.166
China,High,2053,15-19,15.518
China,High,2053,20-24,28.945
China,High,2053,25-29,99.221
China,High,2053,30-34,122.771
China,High,2053,35-39,90.424
China,High,2053,40-44,22.903
China,High,2053,45-49,0.692
China,High,2053,50-54,0.043
China,High,2054,10-14,0.164
China,High,2054,15-19,15.325
China,High,2054,20-24,28.418
China,High,2054,25-29,98.681
China,High,2054,30-34,123.561
China,High,2054,35-39,90.663
China,High,2054,40-44,23.029
China,High,2054,45-49,0.688
China,High,2054,50-54,0.041
China,High,2055,10-14,0.161
China,High,2055,15-19,15.117
China,High,2055,20-24,28.005
China,High,2055,25-29,98.315
China,High,2055,30-34,123.988
China,High,2055,35-39,90.499
China,High,2055,40-44,22.951
China,High,2055,45-49,0.679
China,High,2055,50-54,0.039
China,High,2056,10-14,0.158
China,High,2056,15-19,14.908
China,High,2056,20-24,27.771
China,High,2056,25-29,98.188
China,High,2056,30-34,124.124
China,High,2056,35-39,90.089
China,High,2056,40-44,22.818
China,High,2056,45-49,0.666
China,High,2056,50-54,0.038
China,High,2057,10-14,0.155
China,High,2057,15-19,14.712
China,High,2057,20-24,27.549
China,High,2057,25-29,97.852
China,High,2057,30-34,124.432
China,High,2057,35-39,90.869
China,High,2057,40-44,23.104
China,High,2057,45-49,0.664
China,High,2057,50-54,0.036
China,High,2058,10-14,0.153
China,High,2058,15-19,14.58
China,High,2058,20-24,27.34
China,High,2058,25-29,97.616
China,High,2058,30-34,125.368
China,High,2058,35-39,92.781
China,High,2058,40-44,23.054
China,High,2058,45-49,0.664
China,High,2058,50-54,0.035
China,High,2059,10-14,0.15
China,High,2059,15-19,14.366
China,High,2059,20-24,27.011
China,High,2059,25-29,97.033
China,High,2059,30-34,125.498
China,High,2059,35-39,93.888
China,High,2059,40-44,22.387
China,High,2059,45-49,0.656
China,High,2059,50-54,0.034
China,High,2060,10-14,0.148
China,High,2060,15-19,14.221
China,High,2060,20-24,26.856
China,High,2060,25-29,97.112
China,High,2060,30-34,126.13
China,High,2060,35-39,94.966
China,High,2060,40-44,21.674
China,High,2060,45-49,0.647
China,High,2060,50-54,0.032
China,High,2061,10-14,0.145
China,High,2061,15-19,14.111
China,High,2061,20-24,26.811
China,High,2061,25-29,97.61
China,High,2061,30-34,127.025
China,High,2061,35-39,95.269
China,High,2061,40-44,20.973
China,High,2061,45-49,0.641
China,High,2061,50-54,0.031
China,High,2062,10-14,0.142
China,High,2062,15-19,13.929
China,High,2062,20-24,26.673
China,High,2062,25-29,97.553
China,High,2062,30-34,127.323
China,High,2062,35-39,95.197
China,High,2062,40-44,21.56
China,High,2062,45-49,0.646
China,High,2062,50-54,0.03
China,High,2063,10-14,0.139
China,High,2063,15-19,13.784
China,High,2063,20-24,26.657
China,High,2063,25-29,97.67
China,High,2063,30-34,128.076
China,High,2063,35-39,95.884
China,High,2063,40-44,23.134
China,High,2063,45-49,0.637
China,High,2063,50-54,0.029
China,High,2064,10-14,0.136
China,High,2064,15-19,13.608
China,High,2064,20-24,26.629
China,High,2064,25-29,97.646
China,High,2064,30-34,128.545
China,High,2064,35-39,96.112
China,High,2064,40-44,24.181
China,High,2064,45-49,0.614
China,High,2064,50-54,0.028
China,High,2065,10-14,0.132
China,High,2065,15-19,13.413
China,High,2065,20-24,26.611
China,High,2065,25-29,97.548
China,High,2065,30-34,128.789
China,High,2065,35-39,95.946
China,High,2065,40-44,24.5
China,High,2065,45-49,0.59
China,High,2065,50-54,0.027
China,High,2066,10-14,0.129
China,High,2066,15-19,13.249
China,High,2066,20-24,26.71
China,High,2066,25-29,97.764
China,High,2066,30-34,129.341
China,High,2066,35-39,95.741
China,High,2066,40-44,24.049
China,High,2066,45-49,0.567
China,High,2066,50-54,0.026
China,High,2067,10-14,0.126
China,High,2067,15-19,13.068
China,High,2067,20-24,26.823
China,High,2067,25-29,97.984
China,High,2067,30-34,129.844
China,High,2067,35-39,95.666
China,High,2067,40-44,23.953
China,High,2067,45-49,0.591
China,High,2067,50-54,0.025
China,High,2068,10-14,0.122
China,High,2068,15-19,12.817
China,High,2068,20-24,26.846
China,High,2068,25-29,97.804
China,High,2068,30-34,129.765
China,High,2068,35-39,95.38
China,High,2068,40-44,24.195
China,High,2068,45-49,0.639
China,High,2068,50-54,0.024
China,High,2069,10-14,0.122
China,High,2069,15-19,12.846
China,High,2069,20-24,26.964
China,High,2069,25-29,98.117
China,High,2069,30-34,130.123
China,High,2069,35-39,95.732
China,High,2069,40-44,24.328
China,High,2069,45-49,0.667
China,High,2069,50-54,0.024
China,High,2070,10-14,0.121
China,High,2070,15-19,12.87
China,High,2070,20-24,27.049
China,High,2070,25-29,98.362
China,High,2070,30-34,130.357
China,High,2070,35-39,95.869
China,High,2070,40-44,24.202
China,High,2070,45-49,0.675
China,High,2070,50-54,0.024
China,High,2071,10-14,0.121
China,High,2071,15-19,12.894
China,High,2071,20-24,27.13
China,High,2071,25-29,98.612
China,High,2071,30-34,130.566
China,High,2071,35-39,95.853
China,High,2071,40-44,23.929
China,High,2071,45-49,0.663
China,High,2071,50-54,0.023
China,High,2072,10-14,0.12
China,High,2072,15-19,12.919
China,High,2072,20-24,27.213
China,High,2072,25-29,98.913
China,High,2072,30-34,130.857
China,High,2072,35-39,95.965
China,High,2072,40-44,23.996
China,High,2072,45-49,0.664
China,High,2072,50-54,0.023
China,High,2073,10-14,0.12
China,High,2073,15-19,12.886
China,High,2073,20-24,27.19
China,High,2073,25-29,98.91
China,High,2073,30-34,130.744
China,High,2073,35-39,95.929
China,High,2073,40-44,24.241
China,High,2073,45-49,0.676
China,High,2073,50-54,0.024
China,High,2074,10-14,0.119
China,High,2074,15-19,12.907
China,High,2074,20-24,27.289
China,High,2074,25-29,99.378
China,High,2074,30-34,131.253
China,High,2074,35-39,96.336
China,High,2074,40-44,24.395
China,High,2074,45-49,0.678
China,High,2074,50-54,0.024
China,High,2075,10-14,0.119
China,High,2075,15-19,12.868
China,High,2075,20-24,27.265
China,High,2075,25-29,99.375
China,High,2075,30-34,131.153
China,High,2075,35-39,96.278
China,High,2075,40-44,24.292
China,High,2075,45-49,0.672
China,High,2075,50-54,0.025
China,High,2076,10-14,0.119
China,High,2076,15-19,12.821
China,High,2076,20-24,27.239
China,High,2076,25-29,99.334
China,High,2076,30-34,131.005
China,High,2076,35-39,96.178
China,High,2076,40-44,24.099
China,High,2076,45-49,0.662
China,High,2076,50-54,0.025
China,High,2077,10-14,0.119
China,High,2077,15-19,12.798
China,High,2077,20-24,27.272
China,High,2077,25-29,99.491
China,High,2077,30-34,131.159
China,High,2077,35-39,96.291
China,High,2077,40-44,24.055
China,High,2077,45-49,0.665
China,High,2077,50-54,0.025
China,High,2078,10-14,0.12
China,High,2078,15-19,12.785
China,High,2078,20-24,27.283
China,High,2078,25-29,99.632
China,High,2078,30-34,131.341
China,High,2078,35-39,96.413
China,High,2078,40-44,24.138
China,High,2078,45-49,0.675
China,High,2078,50-54,0.025
China,High,2079,10-14,0.12
China,High,2079,15-19,12.791
China,High,2079,20-24,27.275
China,High,2079,25-29,99.785
China,High,2079,30-34,131.55
China,High,2079,35-39,96.541
China,High,2079,40-44,24.206
China,High,2079,45-49,0.676
China,High,2079,50-54,0.025
China,High,2080,10-14,0.12
China,High,2080,15-19,12.777
China,High,2080,20-24,27.188
China,High,2080,25-29,99.689
China,High,2080,30-34,131.419
China,High,2080,35-39,96.402
China,High,2080,40-44,24.189
China,High,2080,45-49,0.672
China,High,2080,50-54,0.025
China,High,2081,10-14,0.12
China,High,2081,15-19,12.816
China,High,2081,20-24,27.194
China,High,2081,25-29,99.983
China,High,2081,30-34,131.788
China,High,2081,35-39,96.612
China,High,2081,40-44,24.256
China,High,2081,45-49,0.669
China,High,2081,50-54,0.025
China,High,2082,10-14,0.121
China,High,2082,15-19,12.85
China,High,2082,20-24,27.192
China,High,2082,25-29,100.224
China,High,2082,30-34,132.113
China,High,2082,35-39,96.796
China,High,2082,40-44,24.31
China,High,2082,45-49,0.669
China,High,2082,50-54,0.025
China,High,2083,10-14,0.121
China,High,2083,15-19,12.827
China,High,2083,20-24,27.064
China,High,2083,25-29,99.943
China,High,2083,30-34,131.824
China,High,2083,35-39,96.525
China,High,2083,40-44,24.231
China,High,2083,45-49,0.669
China,High,2083,50-54,0.025
China,High,2084,10-14,0.121
China,High,2084,15-19,12.858
China,High,2084,20-24,27.057
China,High,2084,25-29,100.008
China,High,2084,30-34,132.041
China,High,2084,35-39,96.623
China,High,2084,40-44,24.23
China,High,2084,45-49,0.671
China,High,2084,50-54,0.025
China,High,2085,10-14,0.121
China,High,2085,15-19,12.883
China,High,2085,20-24,27.083
China,High,2085,25-29,100.042
China,High,2085,30-34,132.227
China,High,2085,35-39,96.711
China,High,2085,40-44,24.208
China,High,2085,45-49,0.672
China,High,2085,50-54,0.025
China,High,2086,10-14,0.122
China,High,2086,15-19,12.9
China,High,2086,20-24,27.117
China,High,2086,25-29,100.04
China,High,2086,30-34,132.394
China,High,2086,35-39,96.787
China,High,2086,40-44,24.166
China,High,2086,45-49,0.673
China,High,2086,50-54,0.025
China,High,2087,10-14,0.122
China,High,2087,15-19,12.875
China,High,2087,20-24,27.062
China,High,2087,25-29,99.703
China,High,2087,30-34,132.116
China,High,2087,35-39,96.558
China,High,2087,40-44,24.052
China,High,2087,45-49,0.671
China,High,2087,50-54,0.025
China,High,2088,10-14,0.122
China,High,2088,15-19,12.898
China,High,2088,20-24,27.103
China,High,2088,25-29,99.692
China,High,2088,30-34,132.257
China,High,2088,35-39,96.659
China,High,2088,40-44,24.015
China,High,2088,45-49,0.671
China,High,2088,50-54,0.025
China,High,2089,10-14,0.123
China,High,2089,15-19,12.91
China,High,2089,20-24,27.115
China,High,2089,25-29,99.611
China,High,2089,30-34,132.264
China,High,2089,35-39,96.664
China,High,2089,40-44,23.953
China,High,2089,45-49,0.67
China,High,2089,50-54,0.025
China,High,2090,10-14,0.123
China,High,2090,15-19,12.927
China,High,2090,20-24,27.143
China,High,2090,25-29,99.645
China,High,2090,30-34,132.347
China,High,2090,35-39,96.717
China,High,2090,40-44,23.913
China,High,2090,45-49,0.668
China,High,2090,50-54,0.025
China,High,2091,10-14,0.123
China,High,2091,15-19,12.921
China,High,2091,20-24,27.112
China,High,2091,25-29,99.489
China,High,2091,30-34,132.153
China,High,2091,35-39,96.56
China,High,2091,40-44,23.828
China,High,2091,45-49,0.665
China,High,2091,50-54,0.025
China,High,2092,10-14,0.123
China,High,2092,15-19,12.997
China,High,2092,20-24,27.237
China,High,2092,25-29,99.945
China,High,2092,30-34,132.772
China,High,2092,35-39,97.003
China,High,2092,40-44,23.914
China,High,2092,45-49,0.666
China,High,2092,50-54,0.025
China,High,2093,10-14,0.123
China,High,2093,15-19,12.983
China,High,2093,20-24,27.196
China,High,2093,25-29,99.774
China,High,2093,30-34,132.531
China,High,2093,35-39,96.855
China,High,2093,40-44,23.874
China,High,2093,45-49,0.663
China,High,2093,50-54,0.025
China,High,2094,10-14,0.124
China,High,2094,15-19,13.016
China,High,2094,20-24,27.28
China,High,2094,25-29,100.024
China,High,2094,30-34,132.838
China,High,2094,35-39,97.14
China,High,2094,40-44,23.937
China,High,2094,45-49,0.662
China,High,2094,50-54,0.025
China,High,2095,10-14,0.124
China,High,2095,15-19,13.028
China,High,2095,20-24,27.312
China,High,2095,25-29,100.079
China,High,2095,30-34,132.888
China,High,2095,35-39,97.251
China,High,2095,40-44,23.946
China,High,2095,45-49,0.661
China,High,2095,50-54,0.025
China,High,2096,10-14,0.124
China,High,2096,15-19,13.066
China,High,2096,20-24,27.398
China,High,2096,25-29,100.303
China,High,2096,30-34,133.164
China,High,2096,35-39,97.547
China,High,2096,40-44,23.991
China,High,2096,45-49,0.661
China,High,2096,50-54,0.025
China,High,2097,10-14,0.124
China,High,2097,15-19,13.07
China,High,2097,20-24,27.423
China,High,2097,25-29,100.294
China,High,2097,30-34,133.143
China,High,2097,35-39,97.624
China,High,2097,40-44,23.997
China,High,2097,45-49,0.66
China,High,2097,50-54,0.025
China,High,2098,10-14,0.124
China,High,2098,15-19,13.1
China,High,2098,20-24,27.5
China,High,2098,25-29,100.501
China,High,2098,30-34,133.38
China,High,2098,35-39,97.884
China,High,2098,40-44,24.093
China,High,2098,45-49,0.662
China,High,2098,50-54,0.025
China,High,2099,10-14,0.125
China,High,2099,15-19,13.13
China,High,2099,20-24,27.56
China,High,2099,25-29,100.692
China,High,2099,30-34,133.574
China,High,2099,35-39,98.09
China,High,2099,40-44,24.205
China,High,2099,45-49,0.663
China,High,2099,50-54,0.025
China,High,2100,10-14,0.124
China,High,2100,15-19,13.088
China,High,2100,20-24,27.468
China,High,2100,25-29,100.351
China,High,2100,30-34,133.067
China,High,2100,35-39,97.734
China,High,2100,40-44,24.195
China,High,2100,45-49,0.66
China,High,2100,50-54,0.025
China,Low,2022,10-14,0.096
China,Low,2022,15-19,8.775
China,Low,2022,20-24,38.501
China,Low,2022,25-29,63.481
China,Low,2022,30-34,46.166
China,Low,2022,35-39,22.034
China,Low,2022,40-44,5.294
China,Low,2022,45-49,0.686
China,Low,2022,50-54,0.095
China,Low,2023,10-14,0.097
China,Low,2023,15-19,8.871
China,Low,2023,20-24,37.533
China,Low,2023,25-29,64.054
China,Low,2023,30-34,47.476
China,Low,2023,35-39,23.387
China,Low,2023,40-44,5.566
China,Low,2023,45-49,0.674
China,Low,2023,50-54,0.088
China,Low,2024,10-14,0.098
China,Low,2024,15-19,8.935
China,Low,2024,20-24,36.668
China,Low,2024,25-29,64.655
China,Low,2024,30-34,49.028
China,Low,2024,35-39,24.546
China,Low,2024,40-44,5.781
China,Low,2024,45-49,0.673
China,Low,2024,50-54,0.082
China,Low,2025,10-14,0.097
China,Low,2025,15-19,8.924
China,Low,2025,20-24,35.451
China,Low,2025,25-29,64.725
China,Low,2025,30-34,50.637
China,Low,2025,35-39,25.59
China,Low,2025,40-44,6.041
China,Low,2025,45-49,0.67
China,Low,2025,50-54,0.075
China,Low,2026,10-14,0.097
China,Low,2026,15-19,8.923
China,Low,2026,20-24,34.293
China,Low,2026,25-29,64.868
China,Low,2026,30-34,52.397
China,Low,2026,35-39,26.519
China,Low,2026,40-44,6.392
China,Low,2026,45-49,0.667
China,Low,2026,50-54,0.069
China,Low,2027,10-14,0.079
China,Low,2027,15-19,7.492
China,Low,2027,20-24,28.275
China,Low,2027,25-29,55.239
China,Low,2027,30-34,45.811
China,Low,2027,35-39,23.201
China,Low,2027,40-44,5.795
China,Low,2027,45-49,0.564
China,Low,2027,50-54,0.053
China,Low,2028,10-14,0.077
China,Low,2028,15-19,7.358
China,Low,2028,20-24,27.571
China,Low,2028,25-29,55.502
China,Low,2028,30-34,47.216
China,Low,2028,35-39,23.994
China,Low,2028,40-44,6.071
China,Low,2028,45-49,0.551
China,Low,2028,50-54,0.048
China,Low,2029,10-14,0.075
China,Low,2029,15-19,7.233
China,Low,2029,20-24,26.996
China,Low,2029,25-29,55.85
China,Low,2029,30-34,48.759
China,Low,2029,35-39,24.955
China,Low,2029,40-44,6.236
China,Low,2029,45-49,0.536
China,Low,2029,50-54,0.045
China,Low,2030,10-14,0.074
China,Low,2030,15-19,7.098
China,Low,2030,20-24,26.403
China,Low,2030,25-29,55.897
China,Low,2030,30-34,50.187
China,Low,2030,35-39,26.131
China,Low,2030,40-44,6.409
China,Low,2030,45-49,0.528
China,Low,2030,50-54,0.041
China,Low,2031,10-14,0.074
China,Low,2031,15-19,6.947
China,Low,2031,20-24,25.978
China,Low,2031,25-29,56.023
China,Low,2031,30-34,51.732
China,Low,2031,35-39,27.42
China,Low,2031,40-44,6.491
China,Low,2031,45-49,0.528
China,Low,2031,50-54,0.038
China,Low,2032,10-14,0.062
China,Low,2032,15-19,5.922
China,Low,2032,20-24,22.653
China,Low,2032,25-29,49.848
China,Low,2032,30-34,47.248
China,Low,2032,35-39,25.281
China,Low,2032,40-44,5.748
China,Low,2032,45-49,0.475
China,Low,2032,50-54,0.03
China,Low,2033,10-14,0.059
China,Low,2033,15-19,5.697
China,Low,2033,20-24,22.207
China,Low,2033,25-29,49.849
China,Low,2033,30-34,48.462
China,Low,2033,35-39,26.109
China,Low,2033,40-44,5.775
China,Low,2033,45-49,0.472
China,Low,2033,50-54,0.026
China,Low,2034,10-14,0.053
China,Low,2034,15-19,5.5
China,Low,2034,20-24,21.613
China,Low,2034,25-29,49.377
China,Low,2034,30-34,49.217
China,Low,2034,35-39,26.665
China,Low,2034,40-44,5.833
China,Low,2034,45-49,0.457
China,Low,2034,50-54,0.023
China,Low,2035,10-14,0.045
China,Low,2035,15-19,5.392
China,Low,2035,20-24,21.342
China,Low,2035,25-29,49.441
China,Low,2035,30-34,50.549
China,Low,2035,35-39,27.545
China,Low,2035,40-44,6.106
China,Low,2035,45-49,0.451
China,Low,2035,50-54,0.02
China,Low,2036,10-14,0.037
China,Low,2036,15-19,5.244
China,Low,2036,20-24,21.089
China,Low,2036,25-29,49.375
China,Low,2036,30-34,51.744
China,Low,2036,35-39,28.298
China,Low,2036,40-44,6.365
China,Low,2036,45-49,0.436
China,Low,2036,50-54,0.017
China,Low,2037,10-14,0.032
China,Low,2037,15-19,5.054
China,Low,2037,20-24,20.848
China,Low,2037,25-29,49.578
China,Low,2037,30-34,53.287
China,Low,2037,35-39,29.122
China,Low,2037,40-44,6.549
China,Low,2037,45-49,0.418
China,Low,2037,50-54,0.016
China,Low,2038,10-14,0.029
China,Low,2038,15-19,4.814
China,Low,2038,20-24,20.718
China,Low,2038,25-29,49.74
China,Low,2038,30-34,54.821
China,Low,2038,35-39,29.869
China,Low,2038,40-44,6.701
China,Low,2038,45-49,0.408
China,Low,2038,50-54,0.014
China,Low,2039,10-14,0.026
China,Low,2039,15-19,4.431
China,Low,2039,20-24,20.624
China,Low,2039,25-29,49.558
China,Low,2039,30-34,55.942
China,Low,2039,35-39,30.344
China,Low,2039,40-44,6.796
China,Low,2039,45-49,0.405
China,Low,2039,50-54,0.012
China,Low,2040,10-14,0.023
China,Low,2040,15-19,3.945
China,Low,2040,20-24,20.637
China,Low,2040,25-29,49.385
China,Low,2040,30-34,56.981
China,Low,2040,35-39,30.847
China,Low,2040,40-44,6.925
China,Low,2040,45-49,0.417
China,Low,2040,50-54,0.01
China,Low,2041,10-14,0.019
China,Low,2041,15-19,3.465
China,Low,2041,20-24,20.772
China,Low,2041,25-29,49.365
China,Low,2041,30-34,58.126
China,Low,2041,35-39,31.419
China,Low,2041,40-44,7.046
China,Low,2041,45-49,0.431
China,Low,2041,50-54,0.009
China,Low,2042,10-14,0.018
China,Low,2042,15-19,3.43
China,Low,2042,20-24,21.18
China,Low,2042,25-29,49.759
China,Low,2042,30-34,58.631
China,Low,2042,35-39,31.782
China,Low,2042,40-44,7.11
China,Low,2042,45-49,0.437
China,Low,2042,50-54,0.008
China,Low,2043,10-14,0.019
China,Low,2043,15-19,3.513
China,Low,2043,20-24,21.271
China,Low,2043,25-29,49.814
China,Low,2043,30-34,58.575
China,Low,2043,35-39,31.806
China,Low,2043,40-44,7.093
China,Low,2043,45-49,0.437
China,Low,2043,50-54,0.008
China,Low,2044,10-14,0.019
China,Low,2044,15-19,3.61
China,Low,2044,20-24,21.411
China,Low,2044,25-29,50.836
China,Low,2044,30-34,59.393
China,Low,2044,35-39,32.286
China,Low,2044,40-44,7.195
China,Low,2044,45-49,0.445
China,Low,2044,50-54,0.008
China,Low,2045,10-14,0.02
China,Low,2045,15-19,3.588
China,Low,2045,20-24,20.944
China,Low,2045,25-29,51.202
China,Low,2045,30-34,59.277
China,Low,2045,35-39,32.221
China,Low,2045,40-44,7.24
China,Low,2045,45-49,0.452
China,Low,2045,50-54,0.008
China,Low,2046,10-14,0.019
China,Low,2046,15-19,3.505
China,Low,2046,20-24,20.567
China,Low,2046,25-29,51.991
China,Low,2046,30-34,59.551
China,Low,2046,35-39,32.327
China,Low,2046,40-44,7.352
China,Low,2046,45-49,0.46
China,Low,2046,50-54,0.008
China,Low,2047,10-14,0.019
China,Low,2047,15-19,3.491
China,Low,2047,20-24,20.622
China,Low,2047,25-29,52.765
China,Low,2047,30-34,60.116
China,Low,2047,35-39,32.63
China,Low,2047,40-44,7.458
China,Low,2047,45-49,0.464
China,Low,2047,50-54,0.009
China,Low,2048,10-14,0.019
China,Low,2048,15-19,3.571
China,Low,2048,20-24,20.99
China,Low,2048,25-29,53.218
China,Low,2048,30-34,60.456
China,Low,2048,35-39,32.842
China,Low,2048,40-44,7.53
China,Low,2048,45-49,0.466
China,Low,2048,50-54,0.009
China,Low,2049,10-14,0.019
China,Low,2049,15-19,3.621
China,Low,2049,20-24,21.189
China,Low,2049,25-29,53.198
China,Low,2049,30-34,60.602
China,Low,2049,35-39,32.964
China,Low,2049,40-44,7.583
China,Low,2049,45-49,0.469
China,Low,2049,50-54,0.009
China,Low,2050,10-14,0.019
China,Low,2050,15-19,3.626
China,Low,2050,20-24,21.217
China,Low,2050,25-29,52.849
China,Low,2050,30-34,60.644
China,Low,2050,35-39,33.006
China,Low,2050,40-44,7.603
China,Low,2050,45-49,0.477
China,Low,2050,50-54,0.009
China,Low,2051,10-14,0.019
China,Low,2051,15-19,3.554
China,Low,2051,20-24,20.967
China,Low,2051,25-29,52.299
China,Low,2051,30-34,60.421
China,Low,2051,35-39,32.883
China,Low,2051,40-44,7.562
China,Low,2051,45-49,0.483
China,Low,2051,50-54,0.009
China,Low,2052,10-14,0.019
China,Low,2052,15-19,3.522
China,Low,2052,20-24,21.06
China,Low,2052,25-29,52.679
China,Low,2052,30-34,60.822
China,Low,2052,35-39,33.239
China,Low,2052,40-44,7.638
China,Low,2052,45-49,0.491
China,Low,2052,50-54,0.009
China,Low,2053,10-14,0.019
China,Low,2053,15-19,3.539
China,Low,2053,20-24,21.41
China,Low,2053,25-29,53.472
China,Low,2053,30-34,61.257
China,Low,2053,35-39,33.415
China,Low,2053,40-44,7.715
China,Low,2053,45-49,0.497
China,Low,2053,50-54,0.009
China,Low,2054,10-14,0.019
China,Low,2054,15-19,3.537
China,Low,2054,20-24,21.529
China,Low,2054,25-29,53.681
China,Low,2054,30-34,61.452
China,Low,2054,35-39,33.136
China,Low,2054,40-44,7.71
China,Low,2054,45-49,0.5
China,Low,2054,50-54,0.009
China,Low,2055,10-14,0.019
China,Low,2055,15-19,3.533
China,Low,2055,20-24,21.457
China,Low,2055,25-29,53.48
China,Low,2055,30-34,61.687
China,Low,2055,35-39,32.63
China,Low,2055,40-44,7.64
China,Low,2055,45-49,0.498
China,Low,2055,50-54,0.009
China,Low,2056,10-14,0.02
China,Low,2056,15-19,3.536
China,Low,2056,20-24,21.22
China,Low,2056,25-29,53.05
China,Low,2056,30-34,61.976
China,Low,2056,35-39,32.051
China,Low,2056,40-44,7.555
China,Low,2056,45-49,0.492
China,Low,2056,50-54,0.009
China,Low,2057,10-14,0.02
China,Low,2057,15-19,3.549
China,Low,2057,20-24,21.071
China,Low,2057,25-29,53.009
China,Low,2057,30-34,62.159
China,Low,2057,35-39,31.762
China,Low,2057,40-44,7.597
China,Low,2057,45-49,0.494
China,Low,2057,50-54,0.01
China,Low,2058,10-14,0.02
China,Low,2058,15-19,3.592
China,Low,2058,20-24,21.222
China,Low,2058,25-29,53.711
China,Low,2058,30-34,62.552
China,Low,2058,35-39,31.895
China,Low,2058,40-44,7.597
China,Low,2058,45-49,0.499
