Location,Variant,Time,AgeGrp,ASFR
China,Zero migration,2050,15-19,5.481
China,Zero migration,2050,20-24,32.49
China,Zero migration,2050,25-29,81.331
China,Zero migration,2050,30-34,94.694
China,Zero migration,2050,35-39,51.529
China,Zero migration,2050,40-44,11.868
China,Zero migration,2050,45-49,0.745
China,Zero migration,2050,50-54,0.014
China,Zero migration,2051,10-14,0.029
China,Zero migration,2051,15-19,5.479
China,Zero migration,2051,20-24,32.501
China,Zero migration,2051,25-29,81.193
China,Zero migration,2051,30-34,94.309
China,Zero migration,2051,35-39,51.316
China,Zero migration,2051,40-44,11.799
China,Zero migration,2051,45-49,0.754
China,Zero migration,2051,50-54,0.014
China,Zero migration,2052,10-14,0.03
China,Zero migration,2052,15-19,5.5
China,Zero migration,2052,20-24,32.672
China,Zero migration,2052,25-29,81.68
China,Zero migration,2052,30-34,94.783
China,Zero migration,2052,35-39,51.701
China,Zero migration,2052,40-44,11.878
China,Zero migration,2052,45-49,0.763
China,Zero migration,2052,50-54,0.014
China,Zero migration,2053,10-14,0.03
China,Zero migration,2053,15-19,5.513
China,Zero migration,2053,20-24,32.831
China,Zero migration,2053,25-29,82.138
China,Zero migration,2053,30-34,95.523
China,Zero migration,2053,35-39,51.817
China,Zero migration,2053,40-44,11.961
China,Zero migration,2053,45-49,0.771
China,Zero migration,2053,50-54,0.014
China,Zero migration,2054,10-14,0.03
China,Zero migration,2054,15-19,5.509
China,Zero migration,2054,20-24,32.857
China,Zero migration,2054,25-29,82.234
China,Zero migration,2054,30-34,96.027
China,Zero migration,2054,35-39,51.353
China,Zero migration,2054,40-44,11.944
China,Zero migration,2054,45-49,0.775
China,Zero migration,2054,50-54,0.014
China,Zero migration,2055,10-14,0.03
China,Zero migration,2055,15-19,5.504
China,Zero migration,2055,20-24,32.818
China,Zero migration,2055,25-29,82.153
China,Zero migration,2055,30-34,96.396
China,Zero migration,2055,35-39,50.6
China,Zero migration,2055,40-44,11.841
China,Zero migration,2055,45-49,0.771
China,Zero migration,2055,50-54,0.015
China,Zero migration,2056,10-14,0.03
China,Zero migration,2056,15-19,5.506
China,Zero migration,2056,20-24,32.764
China,Zero migration,2056,25-29,82.049
China,Zero migration,2056,30-34,96.445
China,Zero migration,2056,35-39,49.747
China,Zero migration,2056,40-44,11.718
China,Zero migration,2056,45-49,0.763
China,Zero migration,2056,50-54,0.015
China,Zero migration,2057,10-14,0.031
China,Zero migration,2057,15-19,5.519
China,Zero migration,2057,20-24,32.745
China,Zero migration,2057,25-29,82.054
China,Zero migration,2057,30-34,96.48
China,Zero migration,2057,35-39,49.718
China,Zero migration,2057,40-44,11.78
China,Zero migration,2057,45-49,0.765
China,Zero migration,2057,50-54,0.015
China,Zero migration,2058,10-14,0.031
China,Zero migration,2058,15-19,5.564
China,Zero migration,2058,20-24,32.889
China,Zero migration,2058,25-29,82.498
China,Zero migration,2058,30-34,97.035
China,Zero migration,2058,35-39,50.531
China,Zero migration,2058,40-44,11.745
China,Zero migration,2058,45-49,0.771
China,Zero migration,2058,50-54,0.015
China,Zero migration,2059,10-14,0.031
China,Zero migration,2059,15-19,5.563
China,Zero migration,2059,20-24,32.774
China,Zero migration,2059,25-29,82.26
China,Zero migration,2059,30-34,96.789
China,Zero migration,2059,35-39,51.142
China,Zero migration,2059,40-44,11.431
China,Zero migration,2059,45-49,0.765
China,Zero migration,2059,50-54,0.015
China,Zero migration,2060,10-14,0.031
China,Zero migration,2060,15-19,5.601
China,Zero migration,2060,20-24,32.887
China,Zero migration,2060,25-29,82.524
China,Zero migration,2060,30-34,97.137
China,Zero migration,2060,35-39,52.05
China,Zero migration,2060,40-44,11.131
China,Zero migration,2060,45-49,0.758
China,Zero migration,2060,50-54,0.015
China,Zero migration,2061,10-14,0.032
China,Zero migration,2061,15-19,5.665
China,Zero migration,2061,20-24,33.131
China,Zero migration,2061,25-29,83.058
China,Zero migration,2061,30-34,97.81
China,Zero migration,2061,35-39,52.635
China,Zero migration,2061,40-44,10.854
China,Zero migration,2061,45-49,0.754
China,Zero migration,2061,50-54,0.015
China,Zero migration,2062,10-14,0.032
China,Zero migration,2062,15-19,5.69
China,Zero migration,2062,20-24,33.159
China,Zero migration,2062,25-29,83.01
China,Zero migration,2062,30-34,97.818
China,Zero migration,2062,35-39,52.626
China,Zero migration,2062,40-44,10.856
China,Zero migration,2062,45-49,0.761
China,Zero migration,2062,50-54,0.015
China,Zero migration,2063,10-14,0.032
China,Zero migration,2063,15-19,5.739
China,Zero migration,2063,20-24,33.327
China,Zero migration,2063,25-29,83.288
China,Zero migration,2063,30-34,98.229
China,Zero migration,2063,35-39,52.836
China,Zero migration,2063,40-44,11.175
China,Zero migration,2063,45-49,0.752
China,Zero migration,2063,50-54,0.015
China,Zero migration,2064,10-14,0.032
China,Zero migration,2064,15-19,5.773
China,Zero migration,2064,20-24,33.403
China,Zero migration,2064,25-29,83.349
China,Zero migration,2064,30-34,98.356
China,Zero migration,2064,35-39,52.914
China,Zero migration,2064,40-44,11.547
China,Zero migration,2064,45-49,0.725
China,Zero migration,2064,50-54,0.015
China,Zero migration,2065,10-14,0.032
China,Zero migration,2065,15-19,5.793
China,Zero migration,2065,20-24,33.426
China,Zero migration,2065,25-29,83.284
China,Zero migration,2065,30-34,98.285
China,Zero migration,2065,35-39,52.896
China,Zero migration,2065,40-44,11.855
China,Zero migration,2065,45-49,0.695
China,Zero migration,2065,50-54,0.015
China,Zero migration,2066,10-14,0.032
China,Zero migration,2066,15-19,5.838
China,Zero migration,2066,20-24,33.588
China,Zero migration,2066,25-29,83.54
China,Zero migration,2066,30-34,98.566
China,Zero migration,2066,35-39,53.063
China,Zero migration,2066,40-44,11.981
China,Zero migration,2066,45-49,0.667
China,Zero migration,2066,50-54,0.015
China,Zero migration,2067,10-14,0.032
China,Zero migration,2067,15-19,5.872
China,Zero migration,2067,20-24,33.724
China,Zero migration,2067,25-29,83.75
China,Zero migration,2067,30-34,98.791
China,Zero migration,2067,35-39,53.202
China,Zero migration,2067,40-44,12.003
China,Zero migration,2067,45-49,0.671
China,Zero migration,2067,50-54,0.015
China,Zero migration,2068,10-14,0.032
China,Zero migration,2068,15-19,5.857
China,Zero migration,2068,20-24,33.649
China,Zero migration,2068,25-29,83.435
China,Zero migration,2068,30-34,98.399
China,Zero migration,2068,35-39,53.007
China,Zero migration,2068,40-44,11.952
China,Zero migration,2068,45-49,0.695
China,Zero migration,2068,50-54,0.015
China,Zero migration,2069,10-14,0.032
China,Zero migration,2069,15-19,5.88
China,Zero migration,2069,20-24,33.842
China,Zero migration,2069,25-29,83.789
China,Zero migration,2069,30-34,98.78
China,Zero migration,2069,35-39,53.224
China,Zero migration,2069,40-44,12.005
China,Zero migration,2069,45-49,0.729
China,Zero migration,2069,50-54,0.014
China,Zero migration,2070,10-14,0.032
China,Zero migration,2070,15-19,5.892
China,Zero migration,2070,20-24,33.991
China,Zero migration,2070,25-29,84.057
China,Zero migration,2070,30-34,99.021
China,Zero migration,2070,35-39,53.374
China,Zero migration,2070,40-44,12.046
China,Zero migration,2070,45-49,0.757
China,Zero migration,2070,50-54,0.013
China,Zero migration,2071,10-14,0.032
China,Zero migration,2071,15-19,5.903
China,Zero migration,2071,20-24,34.14
China,Zero migration,2071,25-29,84.329
China,Zero migration,2071,30-34,99.222
China,Zero migration,2071,35-39,53.519
China,Zero migration,2071,40-44,12.082
China,Zero migration,2071,45-49,0.766
China,Zero migration,2071,50-54,0.013
China,Zero migration,2072,10-14,0.032
China,Zero migration,2072,15-19,5.917
China,Zero migration,2072,20-24,34.299
China,Zero migration,2072,25-29,84.667
China,Zero migration,2072,30-34,99.5
China,Zero migration,2072,35-39,53.725
China,Zero migration,2072,40-44,12.132
China,Zero migration,2072,45-49,0.768
China,Zero migration,2072,50-54,0.013
China,Zero migration,2073,10-14,0.031
China,Zero migration,2073,15-19,5.894
China,Zero migration,2073,20-24,34.284
China,Zero migration,2073,25-29,84.658
China,Zero migration,2073,30-34,99.366
China,Zero migration,2073,35-39,53.725
China,Zero migration,2073,40-44,12.135
China,Zero migration,2073,45-49,0.768
China,Zero migration,2073,50-54,0.013
China,Zero migration,2074,10-14,0.031
China,Zero migration,2074,15-19,5.898
China,Zero migration,2074,20-24,34.469
China,Zero migration,2074,25-29,85.197
China,Zero migration,2074,30-34,99.869
China,Zero migration,2074,35-39,54.046
China,Zero migration,2074,40-44,12.209
China,Zero migration,2074,45-49,0.772
China,Zero migration,2074,50-54,0.014
China,Zero migration,2075,10-14,0.031
China,Zero migration,2075,15-19,5.864
China,Zero migration,2075,20-24,34.433
China,Zero migration,2075,25-29,85.206
China,Zero migration,2075,30-34,99.743
China,Zero migration,2075,35-39,53.993
China,Zero migration,2075,40-44,12.208
China,Zero migration,2075,45-49,0.773
China,Zero migration,2075,50-54,0.015
China,Zero migration,2076,10-14,0.031
China,Zero migration,2076,15-19,5.825
China,Zero migration,2076,20-24,34.382
China,Zero migration,2076,25-29,85.181
China,Zero migration,2076,30-34,99.559
China,Zero migration,2076,35-39,53.889
China,Zero migration,2076,40-44,12.206
China,Zero migration,2076,45-49,0.773
China,Zero migration,2076,50-54,0.015
China,Zero migration,2077,10-14,0.031
China,Zero migration,2077,15-19,5.808
China,Zero migration,2077,20-24,34.429
China,Zero migration,2077,25-29,85.393
China,Zero migration,2077,30-34,99.684
China,Zero migration,2077,35-39,53.943
China,Zero migration,2077,40-44,12.249
China,Zero migration,2077,45-49,0.775
China,Zero migration,2077,50-54,0.015
China,Zero migration,2078,10-14,0.031
China,Zero migration,2078,15-19,5.794
China,Zero migration,2078,20-24,34.45
China,Zero migration,2078,25-29,85.589
China,Zero migration,2078,30-34,99.835
China,Zero migration,2078,35-39,54.004
China,Zero migration,2078,40-44,12.302
China,Zero migration,2078,45-49,0.778
China,Zero migration,2078,50-54,0.015
China,Zero migration,2079,10-14,0.031
China,Zero migration,2079,15-19,5.785
China,Zero migration,2079,20-24,34.456
China,Zero migration,2079,25-29,85.783
China,Zero migration,2079,30-34,100.013
China,Zero migration,2079,35-39,54.074
China,Zero migration,2079,40-44,12.346
China,Zero migration,2079,45-49,0.781
China,Zero migration,2079,50-54,0.015
China,Zero migration,2080,10-14,0.031
China,Zero migration,2080,15-19,5.769
China,Zero migration,2080,20-24,34.338
China,Zero migration,2080,25-29,85.674
China,Zero migration,2080,30-34,99.845
China,Zero migration,2080,35-39,53.938
China,Zero migration,2080,40-44,12.327
China,Zero migration,2080,45-49,0.781
China,Zero migration,2080,50-54,0.015
China,Zero migration,2081,10-14,0.031
China,Zero migration,2081,15-19,5.783
China,Zero migration,2081,20-24,34.39
China,Zero migration,2081,25-29,86.002
China,Zero migration,2081,30-34,100.18
China,Zero migration,2081,35-39,54.052
China,Zero migration,2081,40-44,12.36
China,Zero migration,2081,45-49,0.785
China,Zero migration,2081,50-54,0.015
China,Zero migration,2082,10-14,0.031
China,Zero migration,2082,15-19,5.794
China,Zero migration,2082,20-24,34.434
China,Zero migration,2082,25-29,86.273
China,Zero migration,2082,30-34,100.477
China,Zero migration,2082,35-39,54.145
China,Zero migration,2082,40-44,12.384
China,Zero migration,2082,45-49,0.79
China,Zero migration,2082,50-54,0.015
China,Zero migration,2083,10-14,0.031
China,Zero migration,2083,15-19,5.775
China,Zero migration,2083,20-24,34.266
China,Zero migration,2083,25-29,85.955
China,Zero migration,2083,30-34,100.164
China,Zero migration,2083,35-39,53.895
China,Zero migration,2083,40-44,12.325
China,Zero migration,2083,45-49,0.79
China,Zero migration,2083,50-54,0.015
China,Zero migration,2084,10-14,0.031
China,Zero migration,2084,15-19,5.786
China,Zero migration,2084,20-24,34.285
China,Zero migration,2084,25-29,86.05
China,Zero migration,2084,30-34,100.379
China,Zero migration,2084,35-39,53.918
China,Zero migration,2084,40-44,12.327
China,Zero migration,2084,45-49,0.793
China,Zero migration,2084,50-54,0.015
China,Zero migration,2085,10-14,0.032
China,Zero migration,2085,15-19,5.797
China,Zero migration,2085,20-24,34.325
China,Zero migration,2085,25-29,86.119
China,Zero migration,2085,30-34,100.571
China,Zero migration,2085,35-39,53.928
China,Zero migration,2085,40-44,12.316
China,Zero migration,2085,45-49,0.794
China,Zero migration,2085,50-54,0.015
China,Zero migration,2086,10-14,0.032
China,Zero migration,2086,15-19,5.807
China,Zero migration,2086,20-24,34.362
China,Zero migration,2086,25-29,86.163
China,Zero migration,2086,30-34,100.745
China,Zero migration,2086,35-39,53.921
China,Zero migration,2086,40-44,12.291
China,Zero migration,2086,45-49,0.794
China,Zero migration,2086,50-54,0.015
China,Zero migration,2087,10-14,0.032
China,Zero migration,2087,15-19,5.789
China,Zero migration,2087,20-24,34.244
China,Zero migration,2087,25-29,85.828
China,Zero migration,2087,30-34,100.467
China,Zero migration,2087,35-39,53.697
China,Zero migration,2087,40-44,12.215
China,Zero migration,2087,45-49,0.79
China,Zero migration,2087,50-54,0.015
China,Zero migration,2088,10-14,0.032
China,Zero migration,2088,15-19,5.801
China,Zero migration,2088,20-24,34.284
China,Zero migration,2088,25-29,85.863
China,Zero migration,2088,30-34,100.632
China,Zero migration,2088,35-39,53.743
China,Zero migration,2088,40-44,12.189
China,Zero migration,2088,45-49,0.789
China,Zero migration,2088,50-54,0.015
China,Zero migration,2089,10-14,0.032
China,Zero migration,2089,15-19,5.811
China,Zero migration,2089,20-24,34.28
China,Zero migration,2089,25-29,85.792
China,Zero migration,2089,30-34,100.673
China,Zero migration,2089,35-39,53.736
China,Zero migration,2089,40-44,12.143
China,Zero migration,2089,45-49,0.787
China,Zero migration,2089,50-54,0.015
China,Zero migration,2090,10-14,0.032
China,Zero migration,2090,15-19,5.827
China,Zero migration,2090,20-24,34.302
China,Zero migration,2090,25-29,85.82
China,Zero migration,2090,30-34,100.792
China,Zero migration,2090,35-39,53.777
China,Zero migration,2090,40-44,12.108
China,Zero migration,2090,45-49,0.784
China,Zero migration,2090,50-54,0.015
China,Zero migration,2091,10-14,0.032
China,Zero migration,2091,15-19,5.829
China,Zero migration,2091,20-24,34.23
China,Zero migration,2091,25-29,85.611
China,Zero migration,2091,30-34,100.63
China,Zero migration,2091,35-39,53.666
China,Zero migration,2091,40-44,12.036
China,Zero migration,2091,45-49,0.779
China,Zero migration,2091,50-54,0.015
China,Zero migration,2092,10-14,0.032
China,Zero migration,2092,15-19,5.881
China,Zero migration,2092,20-24,34.434
China,Zero migration,2092,25-29,86.106
China,Zero migration,2092,30-34,101.291
China,Zero migration,2092,35-39,54.012
China,Zero migration,2092,40-44,12.077
China,Zero migration,2092,45-49,0.78
China,Zero migration,2092,50-54,0.015
China,Zero migration,2093,10-14,0.032
China,Zero migration,2093,15-19,5.882
China,Zero migration,2093,20-24,34.357
China,Zero migration,2093,25-29,85.873
China,Zero migration,2093,30-34,101.073
China,Zero migration,2093,35-39,53.937
China,Zero migration,2093,40-44,12.034
China,Zero migration,2093,45-49,0.774
China,Zero migration,2093,50-54,0.015
China,Zero migration,2094,10-14,0.033
China,Zero migration,2094,15-19,5.912
China,Zero migration,2094,20-24,34.488
China,Zero migration,2094,25-29,86.128
China,Zero migration,2094,30-34,101.412
China,Zero migration,2094,35-39,54.193
China,Zero migration,2094,40-44,12.07
China,Zero migration,2094,45-49,0.772
China,Zero migration,2094,50-54,0.015
China,Zero migration,2095,10-14,0.033
China,Zero migration,2095,15-19,5.925
China,Zero migration,2095,20-24,34.534
China,Zero migration,2095,25-29,86.166
China,Zero migration,2095,30-34,101.476
China,Zero migration,2095,35-39,54.316
China,Zero migration,2095,40-44,12.077
China,Zero migration,2095,45-49,0.768
China,Zero migration,2095,50-54,0.015
China,Zero migration,2096,10-14,0.033
China,Zero migration,2096,15-19,5.953
China,Zero migration,2096,20-24,34.671
China,Zero migration,2096,25-29,86.404
China,Zero migration,2096,30-34,101.772
China,Zero migration,2096,35-39,54.574
China,Zero migration,2096,40-44,12.112
China,Zero migration,2096,45-49,0.766
China,Zero migration,2096,50-54,0.015
China,Zero migration,2097,10-14,0.033
China,Zero migration,2097,15-19,5.963
China,Zero migration,2097,20-24,34.707
China,Zero migration,2097,25-29,86.383
China,Zero migration,2097,30-34,101.765
China,Zero migration,2097,35-39,54.659
China,Zero migration,2097,40-44,12.12
China,Zero migration,2097,45-49,0.764
China,Zero migration,2097,50-54,0.015
China,Zero migration,2098,10-14,0.033
China,Zero migration,2098,15-19,5.988
China,Zero migration,2098,20-24,34.833
China,Zero migration,2098,25-29,86.611
China,Zero migration,2098,30-34,102.016
China,Zero migration,2098,35-39,54.878
China,Zero migration,2098,40-44,12.183
China,Zero migration,2098,45-49,0.765
China,Zero migration,2098,50-54,0.015
China,Zero migration,2099,10-14,0.033
China,Zero migration,2099,15-19,6.008
China,Zero migration,2099,20-24,34.935
China,Zero migration,2099,25-29,86.82
China,Zero migration,2099,30-34,102.221
China,Zero migration,2099,35-39,55.057
China,Zero migration,2099,40-44,12.253
China,Zero migration,2099,45-49,0.766
China,Zero migration,2099,50-54,0.015
China,Zero migration,2100,10-14,0.033
China,Zero migration,2100,15-19,5.986
China,Zero migration,2100,20-24,34.786
China,Zero migration,2100,25-29,86.42
China,Zero migration,2100,30-34,101.706
China,Zero migration,2100,35-39,54.812
China,Zero migration,2100,40-44,12.237
China,Zero migration,2100,45-49,0.762
China,Zero migration,2100,50-54,0.015
China,Constant mortality,2022,10-14,0.122
China,Constant mortality,2022,15-19,11.146
China,Constant mortality,2022,20-24,48.901
China,Constant mortality,2022,25-29,80.63
China,Constant mortality,2022,30-34,58.638
China,Constant mortality,2022,35-39,27.987
China,Constant mortality,2022,40-44,6.725
China,Constant mortality,2022,45-49,0.872
China,Constant mortality,2022,50-54,0.12
China,Constant mortality,2023,10-14,0.123
China,Constant mortality,2023,15-19,11.23
China,Constant mortality,2023,20-24,47.516
China,Constant mortality,2023,25-29,81.093
China,Constant mortality,2023,30-34,60.104
China,Constant mortality,2023,35-39,29.608
China,Constant mortality,2023,40-44,7.046
China,Constant mortality,2023,45-49,0.854
China,Constant mortality,2023,50-54,0.112
China,Constant mortality,2024,10-14,0.123
China,Constant mortality,2024,15-19,11.273
China,Constant mortality,2024,20-24,46.263
China,Constant mortality,2024,25-29,81.572
China,Constant mortality,2024,30-34,61.856
China,Constant mortality,2024,35-39,30.969
China,Constant mortality,2024,40-44,7.294
China,Constant mortality,2024,45-49,0.849
China,Constant mortality,2024,50-54,0.104
China,Constant mortality,2025,10-14,0.122
China,Constant mortality,2025,15-19,11.237
China,Constant mortality,2025,20-24,44.642
China,Constant mortality,2025,25-29,81.506
China,Constant mortality,2025,30-34,63.765
China,Constant mortality,2025,35-39,32.224
China,Constant mortality,2025,40-44,7.607
China,Constant mortality,2025,45-49,0.844
China,Constant mortality,2025,50-54,0.095
China,Constant mortality,2026,10-14,0.121
China,Constant mortality,2026,15-19,11.212
China,Constant mortality,2026,20-24,43.09
China,Constant mortality,2026,25-29,81.508
China,Constant mortality,2026,30-34,65.838
China,Constant mortality,2026,35-39,33.321
China,Constant mortality,2026,40-44,8.032
China,Constant mortality,2026,45-49,0.839
China,Constant mortality,2026,50-54,0.087
China,Constant mortality,2027,10-14,0.117
China,Constant mortality,2027,15-19,11.075
China,Constant mortality,2027,20-24,41.796
China,Constant mortality,2027,25-29,81.655
China,Constant mortality,2027,30-34,67.718
China,Constant mortality,2027,35-39,34.296
China,Constant mortality,2027,40-44,8.567
China,Constant mortality,2027,45-49,0.833
China,Constant mortality,2027,50-54,0.078
China,Constant mortality,2028,10-14,0.113
China,Constant mortality,2028,15-19,10.832
China,Constant mortality,2028,20-24,40.587
China,Constant mortality,2028,25-29,81.703
China,Constant mortality,2028,30-34,69.506
China,Constant mortality,2028,35-39,35.321
China,Constant mortality,2028,40-44,8.937
China,Constant mortality,2028,45-49,0.811
China,Constant mortality,2028,50-54,0.071
China,Constant mortality,2029,10-14,0.11
China,Constant mortality,2029,15-19,10.596
China,Constant mortality,2029,20-24,39.549
China,Constant mortality,2029,25-29,81.822
China,Constant mortality,2029,30-34,71.434
China,Constant mortality,2029,35-39,36.561
China,Constant mortality,2029,40-44,9.136
China,Constant mortality,2029,45-49,0.785
China,Constant mortality,2029,50-54,0.066
China,Constant mortality,2030,10-14,0.108
China,Constant mortality,2030,15-19,10.363
China,Constant mortality,2030,20-24,38.552
China,Constant mortality,2030,25-29,81.618
China,Constant mortality,2030,30-34,73.28
China,Constant mortality,2030,35-39,38.156
China,Constant mortality,2030,40-44,9.359
China,Constant mortality,2030,45-49,0.771
China,Constant mortality,2030,50-54,0.06
China,Constant mortality,2031,10-14,0.107
China,Constant mortality,2031,15-19,10.104
China,Constant mortality,2031,20-24,37.785
China,Constant mortality,2031,25-29,81.485
China,Constant mortality,2031,30-34,75.244
China,Constant mortality,2031,35-39,39.882
China,Constant mortality,2031,40-44,9.442
China,Constant mortality,2031,45-49,0.768
China,Constant mortality,2031,50-54,0.055
China,Constant mortality,2032,10-14,0.1
China,Constant mortality,2032,15-19,9.666
China,Constant mortality,2032,20-24,36.976
China,Constant mortality,2032,25-29,81.366
China,Constant mortality,2032,30-34,77.122
China,Constant mortality,2032,35-39,41.265
China,Constant mortality,2032,40-44,9.383
China,Constant mortality,2032,45-49,0.776
China,Constant mortality,2032,50-54,0.05
China,Constant mortality,2033,10-14,0.09
China,Constant mortality,2033,15-19,9.263
China,Constant mortality,2033,20-24,36.11
China,Constant mortality,2033,25-29,81.058
China,Constant mortality,2033,30-34,78.803
China,Constant mortality,2033,35-39,42.456
China,Constant mortality,2033,40-44,9.391
China,Constant mortality,2033,45-49,0.768
China,Constant mortality,2033,50-54,0.043
China,Constant mortality,2034,10-14,0.077
China,Constant mortality,2034,15-19,8.943
China,Constant mortality,2034,20-24,35.141
China,Constant mortality,2034,25-29,80.285
China,Constant mortality,2034,30-34,80.025
China,Constant mortality,2034,35-39,43.356
China,Constant mortality,2034,40-44,9.485
China,Constant mortality,2034,45-49,0.743
China,Constant mortality,2034,50-54,0.037
China,Constant mortality,2035,10-14,0.066
China,Constant mortality,2035,15-19,8.733
China,Constant mortality,2035,20-24,34.565
China,Constant mortality,2035,25-29,80.076
China,Constant mortality,2035,30-34,81.87
China,Constant mortality,2035,35-39,44.613
China,Constant mortality,2035,40-44,9.89
China,Constant mortality,2035,45-49,0.731
China,Constant mortality,2035,50-54,0.032
China,Constant mortality,2036,10-14,0.057
China,Constant mortality,2036,15-19,8.472
China,Constant mortality,2036,20-24,34.071
China,Constant mortality,2036,25-29,79.771
China,Constant mortality,2036,30-34,83.598
China,Constant mortality,2036,35-39,45.718
China,Constant mortality,2036,40-44,10.283
China,Constant mortality,2036,45-49,0.705
China,Constant mortality,2036,50-54,0.028
China,Constant mortality,2037,10-14,0.051
China,Constant mortality,2037,15-19,8.0
China,Constant mortality,2037,20-24,33.51
China,Constant mortality,2037,25-29,79.69
China,Constant mortality,2037,30-34,85.654
China,Constant mortality,2037,35-39,46.811
China,Constant mortality,2037,40-44,10.528
China,Constant mortality,2037,45-49,0.672
China,Constant mortality,2037,50-54,0.025
China,Constant mortality,2038,10-14,0.045
China,Constant mortality,2038,15-19,7.351
China,Constant mortality,2038,20-24,33.14
China,Constant mortality,2038,25-29,79.565
China,Constant mortality,2038,30-34,87.694
China,Constant mortality,2038,35-39,47.78
China,Constant mortality,2038,40-44,10.72
China,Constant mortality,2038,45-49,0.653
China,Constant mortality,2038,50-54,0.022
China,Constant mortality,2039,10-14,0.039
China,Constant mortality,2039,15-19,6.605
China,Constant mortality,2039,20-24,32.929
China,Constant mortality,2039,25-29,79.125
China,Constant mortality,2039,30-34,89.318
China,Constant mortality,2039,35-39,48.449
China,Constant mortality,2039,40-44,10.852
China,Constant mortality,2039,45-49,0.648
China,Constant mortality,2039,50-54,0.019
China,Constant mortality,2040,10-14,0.034
China,Constant mortality,2040,15-19,5.881
China,Constant mortality,2040,20-24,32.904
China,Constant mortality,2040,25-29,78.741
China,Constant mortality,2040,30-34,90.854
China,Constant mortality,2040,35-39,49.184
China,Constant mortality,2040,40-44,11.043
China,Constant mortality,2040,45-49,0.664
China,Constant mortality,2040,50-54,0.016
China,Constant mortality,2041,10-14,0.029
China,Constant mortality,2041,15-19,5.349
China,Constant mortality,2041,20-24,33.048
China,Constant mortality,2041,25-29,78.538
China,Constant mortality,2041,30-34,92.477
China,Constant mortality,2041,35-39,49.988
China,Constant mortality,2041,40-44,11.21
China,Constant mortality,2041,45-49,0.685
China,Constant mortality,2041,50-54,0.014
China,Constant mortality,2042,10-14,0.029
China,Constant mortality,2042,15-19,5.382
China,Constant mortality,2042,20-24,33.305
China,Constant mortality,2042,25-29,78.9
China,Constant mortality,2042,30-34,92.971
China,Constant mortality,2042,35-39,50.397
China,Constant mortality,2042,40-44,11.275
China,Constant mortality,2042,45-49,0.693
China,Constant mortality,2042,50-54,0.013
China,Constant mortality,2043,10-14,0.029
China,Constant mortality,2043,15-19,5.38
China,Constant mortality,2043,20-24,32.929
China,Constant mortality,2043,25-29,79.017
China,Constant mortality,2043,30-34,92.916
China,Constant mortality,2043,35-39,50.454
China,Constant mortality,2043,40-44,11.253
China,Constant mortality,2043,45-49,0.694
China,Constant mortality,2043,50-54,0.012
China,Constant mortality,2044,10-14,0.029
China,Constant mortality,2044,15-19,5.423
China,Constant mortality,2044,20-24,32.671
China,Constant mortality,2044,25-29,80.23
China,Constant mortality,2044,30-34,93.737
China,Constant mortality,2044,35-39,50.956
China,Constant mortality,2044,40-44,11.356
China,Constant mortality,2044,45-49,0.703
China,Constant mortality,2044,50-54,0.012
China,Constant mortality,2045,10-14,0.029
China,Constant mortality,2045,15-19,5.411
China,Constant mortality,2045,20-24,32.062
China,Constant mortality,2045,25-29,80.847
China,Constant mortality,2045,30-34,93.598
China,Constant mortality,2045,35-39,50.879
China,Constant mortality,2045,40-44,11.434
China,Constant mortality,2045,45-49,0.714
China,Constant mortality,2045,50-54,0.013
China,Constant mortality,2046,10-14,0.029
China,Constant mortality,2046,15-19,5.426
China,Constant mortality,2046,20-24,32.0
China,Constant mortality,2046,25-29,81.905
China,Constant mortality,2046,30-34,93.817
China,Constant mortality,2046,35-39,50.929
China,Constant mortality,2046,40-44,11.584
China,Constant mortality,2046,45-49,0.725
China,Constant mortality,2046,50-54,0.013
China,Constant mortality,2047,10-14,0.029
China,Constant mortality,2047,15-19,5.451
China,Constant mortality,2047,20-24,32.197
China,Constant mortality,2047,25-29,82.435
China,Constant mortality,2047,30-34,94.381
China,Constant mortality,2047,35-39,51.23
China,Constant mortality,2047,40-44,11.71
China,Constant mortality,2047,45-49,0.728
China,Constant mortality,2047,50-54,0.014
China,Constant mortality,2048,10-14,0.029
China,Constant mortality,2048,15-19,5.463
China,Constant mortality,2048,20-24,32.324
China,Constant mortality,2048,25-29,82.241
China,Constant mortality,2048,30-34,94.71
China,Constant mortality,2048,35-39,51.451
China,Constant mortality,2048,40-44,11.799
China,Constant mortality,2048,45-49,0.73
China,Constant mortality,2048,50-54,0.014
China,Constant mortality,2049,10-14,0.029
China,Constant mortality,2049,15-19,5.471
China,Constant mortality,2049,20-24,32.406
China,Constant mortality,2049,25-29,81.762
China,Constant mortality,2049,30-34,94.782
China,Constant mortality,2049,35-39,51.557
China,Constant mortality,2049,40-44,11.861
China,Constant mortality,2049,45-49,0.734
China,Constant mortality,2049,50-54,0.014
China,Constant mortality,2050,10-14,0.029
China,Constant mortality,2050,15-19,5.481
China,Constant mortality,2050,20-24,32.483
China,Constant mortality,2050,25-29,81.325
China,Constant mortality,2050,30-34,94.69
China,Constant mortality,2050,35-39,51.537
China,Constant mortality,2050,40-44,11.873
China,Constant mortality,2050,45-49,0.744
China,Constant mortality,2050,50-54,0.014
China,Constant mortality,2051,10-14,0.029
China,Constant mortality,2051,15-19,5.478
